bin_low_edge, bin_center, best, 0p5, 0p6, 0p7, 0p8, 0p9, 1p1, 1p2, 1p3, 1p4, 1p5
19845, 19852.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19860, 19867.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19875, 19882.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19890, 19897.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19905, 19912.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19920, 19927.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19935, 19942.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19950, 19957.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19965, 19972.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19980, 19987.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19995, 20002.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20010, 20017.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20025, 20032.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20040, 20047.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20055, 20062.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20070, 20077.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20085, 20092.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20100, 20107.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20115, 20122.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20130, 20137.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20145, 20152.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20160, 20167.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20175, 20182.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20190, 20197.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20205, 20212.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20220, 20227.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20235, 20242.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20250, 20257.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20265, 20272.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20280, 20287.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20295, 20302.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20310, 20317.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20325, 20332.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20340, 20347.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20355, 20362.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20370, 20377.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20385, 20392.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20400, 20407.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20415, 20422.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20430, 20437.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20445, 20452.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20460, 20467.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20475, 20482.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20490, 20497.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20505, 20512.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20520, 20527.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20535, 20542.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20550, 20557.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20565, 20572.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20580, 20587.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20595, 20602.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20610, 20617.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20625, 20632.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20640, 20647.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20655, 20662.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20670, 20677.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20685, 20692.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20700, 20707.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20715, 20722.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20730, 20737.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20745, 20752.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20760, 20767.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20775, 20782.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20790, 20797.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20805, 20812.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20820, 20827.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20835, 20842.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20850, 20857.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20865, 20872.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20880, 20887.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20895, 20902.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20910, 20917.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20925, 20932.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20940, 20947.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20955, 20962.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20970, 20977.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20985, 20992.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21000, 21007.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21015, 21022.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21030, 21037.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21045, 21052.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21060, 21067.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21075, 21082.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21090, 21097.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21105, 21112.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21120, 21127.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21135, 21142.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21150, 21157.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21165, 21172.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21180, 21187.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21195, 21202.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21210, 21217.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21225, 21232.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21240, 21247.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21255, 21262.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21270, 21277.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21285, 21292.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21300, 21307.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21315, 21322.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21330, 21337.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21345, 21352.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21360, 21367.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21375, 21382.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21390, 21397.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21405, 21412.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21420, 21427.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21435, 21442.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21450, 21457.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21465, 21472.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21480, 21487.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21495, 21502.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21510, 21517.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21525, 21532.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21540, 21547.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21555, 21562.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21570, 21577.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21585, 21592.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21600, 21607.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21615, 21622.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21630, 21637.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21645, 21652.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21660, 21667.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21675, 21682.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21690, 21697.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21705, 21712.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21720, 21727.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21735, 21742.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21750, 21757.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21765, 21772.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21780, 21787.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21795, 21802.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21810, 21817.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21825, 21832.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21840, 21847.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21855, 21862.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21870, 21877.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21885, 21892.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21900, 21907.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21915, 21922.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21930, 21937.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21945, 21952.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21960, 21967.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21975, 21982.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21990, 21997.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22005, 22012.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22020, 22027.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22035, 22042.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22050, 22057.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22065, 22072.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22080, 22087.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22095, 22102.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22110, 22117.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22125, 22132.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22140, 22147.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22155, 22162.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22170, 22177.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22185, 22192.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22200, 22207.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22215, 22222.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22230, 22237.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22245, 22252.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22260, 22267.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22275, 22282.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22290, 22297.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22305, 22312.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22320, 22327.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22335, 22342.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22350, 22357.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22365, 22372.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22380, 22387.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22395, 22402.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22410, 22417.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22425, 22432.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22440, 22447.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22455, 22462.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22470, 22477.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22485, 22492.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22500, 22507.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22515, 22522.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22530, 22537.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22545, 22552.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22560, 22567.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22575, 22582.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22590, 22597.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22605, 22612.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22620, 22627.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22635, 22642.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22650, 22657.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22665, 22672.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22680, 22687.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22695, 22702.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22710, 22717.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22725, 22732.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22740, 22747.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22755, 22762.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22770, 22777.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22785, 22792.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22800, 22807.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22815, 22822.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22830, 22837.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22845, 22852.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22860, 22867.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22875, 22882.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22890, 22897.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22905, 22912.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22920, 22927.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22935, 22942.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22950, 22957.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22965, 22972.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22980, 22987.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22995, 23002.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23010, 23017.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23025, 23032.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23040, 23047.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23055, 23062.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23070, 23077.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23085, 23092.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23100, 23107.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23115, 23122.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23130, 23137.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23145, 23152.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23160, 23167.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23175, 23182.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23190, 23197.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23205, 23212.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23220, 23227.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23235, 23242.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23250, 23257.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23265, 23272.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23280, 23287.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23295, 23302.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23310, 23317.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23325, 23332.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23340, 23347.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23355, 23362.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23370, 23377.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23385, 23392.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23400, 23407.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23415, 23422.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23430, 23437.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23445, 23452.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23460, 23467.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23475, 23482.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23490, 23497.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23505, 23512.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23520, 23527.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23535, 23542.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23550, 23557.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23565, 23572.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23580, 23587.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23595, 23602.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23610, 23617.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23625, 23632.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23640, 23647.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23655, 23662.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23670, 23677.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23685, 23692.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23700, 23707.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23715, 23722.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23730, 23737.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23745, 23752.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23760, 23767.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23775, 23782.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23790, 23797.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23805, 23812.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23820, 23827.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23835, 23842.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23850, 23857.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23865, 23872.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23880, 23887.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23895, 23902.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23910, 23917.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23925, 23932.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23940, 23947.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23955, 23962.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23970, 23977.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23985, 23992.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24000, 24007.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24015, 24022.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24030, 24037.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24045, 24052.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24060, 24067.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24075, 24082.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24090, 24097.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24105, 24112.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24120, 24127.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24135, 24142.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24150, 24157.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24165, 24172.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24180, 24187.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24195, 24202.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24210, 24217.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24225, 24232.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24240, 24247.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24255, 24262.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24270, 24277.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24285, 24292.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24300, 24307.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24315, 24322.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24330, 24337.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24345, 24352.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24360, 24367.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24375, 24382.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24390, 24397.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24405, 24412.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24420, 24427.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24435, 24442.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24450, 24457.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24465, 24472.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24480, 24487.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24495, 24502.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24510, 24517.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24525, 24532.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24540, 24547.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24555, 24562.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24570, 24577.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24585, 24592.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24600, 24607.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24615, 24622.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24630, 24637.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24645, 24652.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24660, 24667.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24675, 24682.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24690, 24697.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24705, 24712.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24720, 24727.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24735, 24742.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24750, 24757.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24765, 24772.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24780, 24787.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24795, 24802.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
